date,cid,ndelivered,ndrop,nclicked,nopened,predict
2018-03-14,0cac937a-78bb-42ec-b33a-5e056e840fc7,10,0,0,2,0
2018-03-14,1a06f553-c763-44f0-9633-0ebaa42f4882,299,21,4,143,125
2018-03-14,2dc3b8ca-a408-4f1c-ae87-538bfe549045,10,0,0,2,0
2018-03-14,41506be1-1fbb-4d13-b1c1-78e048fdc83f,10,0,0,2,0
2018-03-14,58972205-da8c-4429-be7d-1c0b4def201b,10,0,0,2,0
2018-03-14,7819d509-98f5-439e-b7d9-2e6e0416acaf,1,0,0,1,0
2018-03-14,97521f95-0cf0-477f-ae0e-10080cd05d16,10,0,0,2,0
2018-03-14,c4cc9881-30c6-44af-9e23-249913509444,10,0,0,2,0
2018-03-14,e91fb080-a0c9-4517-aa27-445a40e05225,10,0,0,1,0
2018-03-14,eadf2d4e-22ef-4863-99fe-1421c0741487,1,0,0,1,0
